cisp;mes;ano;mes_ano;aisp;risp;munic;mcirc;regiao;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;total_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;total_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;ameaca;pessoas_desaparecidas;encontro_cadaver;encontro_ossada;pol_militares_mortos_serv;pol_civis_mortos_serv;registro_ocorrencias;fase
56;11;2021;2021m11;20;3;Nova Iguaçu;3303500;Baixada Fluminense;4;0;0;4;0;4;3;129;13;2;28;71;34;8;113;11;8;2;5;0;1.0;0;1;0.0;18;159;34;7;1;7;0.0;43;92;0;0;0;43;4;1.0;3.0;0.0;8;17.0;0.0;11.0;0.0;85;6;0;0;0;0;614;3
57;11;2021;2021m11;20;3;Nilópolis;3303203;Baixada Fluminense;1;0;0;1;0;1;0;39;1;1;7;40;19;3;62;21;2;1;1;0;0.0;0;1;0.0;12;100;15;10;0;6;2.0;64;97;0;4;0;58;1;0.0;1.0;0.0;4;13.0;2.0;8.0;0.0;34;4;0;0;0;0;458;3
58;11;2021;2021m11;20;3;Nova Iguaçu;3303500;Baixada Fluminense;7;0;0;7;4;11;1;125;25;4;25;78;37;10;125;36;13;5;4;0;0.0;0;3;1.0;18;205;40;1;1;15;0.0;47;104;0;1;1;67;10;3.0;7.0;0.0;16;19.0;3.0;10.0;0.0;111;10;0;0;0;0;844;3
59;11;2021;2021m11;15;3;Duque de Caxias;3301702;Baixada Fluminense;6;0;0;6;4;10;4;79;11;2;29;164;24;18;206;87;24;4;0;0;0.0;0;4;0.0;21;346;57;59;3;9;1.0;143;272;0;0;0;105;8;2.0;5.0;1.0;55;32.0;5.0;9.0;0.0;76;9;0;0;0;0;1228;3
60;11;2021;2021m11;15;3;Duque de Caxias;3301702;Baixada Fluminense;6;0;0;6;7;13;6;80;15;2;24;42;21;13;76;84;20;3;4;0;0.0;0;0;0.0;20;207;31;3;0;5;3.0;58;100;0;3;0;53;7;2.0;5.0;0.0;20;23.0;3.0;12.0;1.0;51;12;1;0;0;0;725;3
61;11;2021;2021m11;15;3;Duque de Caxias;3301702;Baixada Fluminense;1;0;0;1;0;1;2;23;2;0;3;5;3;0;8;5;1;2;0;0;0.0;0;0;0.0;4;20;3;0;0;3;1.0;12;19;0;0;0;15;1;1.0;1.0;0.0;1;5.0;1.0;2.0;0.0;10;3;0;0;0;0;127;3
62;11;2021;2021m11;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;0;4;2;6;2;51;6;1;11;40;16;8;64;12;17;0;1;0;0.0;1;1;0.0;10;106;13;5;3;3;1.0;20;45;0;2;0;38;4;0.0;4.0;0.0;14;15.0;2.0;4.0;0.0;31;4;0;0;0;0;380;3
63;11;2021;2021m11;24;3;Japeri;3302270;Baixada Fluminense;0;0;0;0;2;2;3;43;1;3;2;9;4;3;16;7;10;1;0;0;0.0;0;0;0.0;9;43;4;1;1;2;0.0;15;23;0;1;0;9;23;14.0;6.0;3.0;7;16.0;2.0;4.0;0.0;13;0;0;0;0;0;212;3
64;11;2021;2021m11;21;3;São João de Meriti;3305109;Baixada Fluminense;3;0;1;4;5;9;5;113;13;2;34;150;40;63;253;95;14;9;0;0;0.0;0;3;0.0;44;418;64;9;5;7;1.0;79;165;0;2;0;145;12;2.0;10.0;0.0;33;58.0;4.0;11.0;0.0;63;18;1;0;0;0;1282;3
65;11;2021;2021m11;34;3;Magé;3302502;Baixada Fluminense;0;0;0;0;0;0;2;28;5;0;4;12;2;2;16;3;0;1;0;0;0.0;0;0;0.0;1;21;8;5;0;4;0.0;19;36;0;1;0;31;11;2.0;10.0;1.0;1;16.0;1.0;6.0;0.0;17;1;0;1;0;0;219;3
66;11;2021;2021m11;34;3;Magé;3302502;Baixada Fluminense;1;0;0;1;0;1;3;58;9;2;23;11;5;0;16;5;0;3;0;0;0.0;0;0;0.0;2;26;12;5;2;9;4.0;37;69;0;0;0;38;2;2.0;0.0;0.0;4;4.0;0.0;6.0;0.0;41;1;0;0;0;0;335;3
67;11;2021;2021m11;34;3;Guapimirim;3301850;Baixada Fluminense;1;0;0;1;0;1;0;16;0;1;7;4;3;0;7;4;0;0;1;0;0.0;0;0;0.0;1;13;2;1;1;1;0.0;22;27;0;0;0;19;4;1.0;3.0;0.0;2;6.0;1.0;4.0;0.0;21;0;1;0;0;0;160;3
48;12;2021;2021m12;24;3;Seropédica;3305554;Baixada Fluminense;4;0;0;4;0;4;0;21;1;1;8;7;2;0;9;6;1;2;0;0;0.0;0;1;0.0;2;21;2;1;0;2;1.0;23;29;0;2;0;29;8;5.0;4.0;0.0;9;24.0;0.0;0.0;0.0;16;4;0;0;1;0;199;3
50;12;2021;2021m12;24;3;Itaguaí;3302007;Baixada Fluminense;3;0;0;3;0;3;0;31;11;8;6;19;4;0;23;18;2;3;0;0;0.0;0;0;0.0;4;50;21;6;0;6;0.0;35;68;0;3;0;97;2;1.0;1.0;0.0;13;15.0;0.0;6.0;1.0;30;6;0;0;0;0;415;3
51;12;2021;2021m12;24;3;Paracambi;3303609;Baixada Fluminense;2;0;0;2;0;2;0;15;0;0;3;2;0;0;2;0;1;0;0;0;0.0;0;0;0.0;2;5;0;0;1;2;0.0;15;18;0;0;0;7;7;1.0;6.0;0.0;0;10.0;0.0;10.0;0.0;9;0;0;0;0;0;103;3
52;12;2021;2021m12;20;3;Nova Iguaçu;3303500;Baixada Fluminense;4;0;0;4;0;4;1;56;4;0;25;49;31;25;105;25;2;2;1;0;0.0;0;2;0.0;6;143;71;34;4;25;2.0;74;210;0;0;0;202;4;3.0;1.0;0.0;6;18.0;2.0;7.0;1.0;27;2;0;0;0;0;857;3
53;12;2021;2021m12;20;3;Mesquita;3302858;Baixada Fluminense;5;0;0;5;0;5;2;61;8;1;17;51;21;23;95;15;7;2;0;0;0.0;0;1;0.0;9;129;20;4;2;4;2.0;58;90;0;1;0;87;13;0.0;11.0;2.0;5;27.0;3.0;6.0;0.0;34;6;1;0;0;0;551;3
54;12;2021;2021m12;39;3;Belford Roxo;3300456;Baixada Fluminense;10;0;0;10;4;14;11;120;8;3;24;56;30;28;114;130;19;5;4;0;0.0;0;1;0.0;42;315;58;1;3;10;1.0;47;120;0;0;0;195;10;0.0;9.0;1.0;47;34.0;1.0;40.0;0.0;129;19;1;0;0;0;1250;3
55;12;2021;2021m12;24;3;Queimados;3304144;Baixada Fluminense;4;0;0;4;2;6;2;47;11;1;7;25;13;1;39;14;1;1;0;0;0.0;0;3;0.0;2;60;10;4;0;8;0.0;27;49;0;2;0;59;9;0.0;7.0;2.0;4;17.0;1.0;8.0;0.0;40;7;0;0;0;0;391;3
56;12;2021;2021m12;20;3;Nova Iguaçu;3303500;Baixada Fluminense;7;0;0;7;1;8;3;85;4;1;13;42;19;10;71;22;7;2;6;0;0.0;0;2;0.0;17;127;18;1;3;6;0.0;46;74;0;3;0;74;4;1.0;3.0;0.0;7;28.0;3.0;11.0;0.0;71;10;0;0;0;0;589;3
57;12;2021;2021m12;20;3;Nilópolis;3303203;Baixada Fluminense;3;0;0;3;0;3;1;42;0;1;10;44;10;7;61;15;2;4;0;0;0.0;0;0;0.0;17;99;26;22;1;10;0.0;70;129;0;0;0;93;5;1.0;3.0;1.0;5;11.0;0.0;4.0;0.0;45;7;0;0;0;0;558;3
58;12;2021;2021m12;20;3;Nova Iguaçu;3303500;Baixada Fluminense;8;0;0;8;3;11;1;135;12;4;24;55;32;25;112;31;17;7;4;0;0.0;0;0;2.0;25;198;51;5;1;20;0.0;63;140;0;3;0;96;11;6.0;5.0;0.0;20;23.0;3.0;7.0;0.0;112;11;1;0;0;0;965;3
59;12;2021;2021m12;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;0;4;0;4;10;86;6;1;21;153;12;31;196;68;33;1;2;0;0.0;0;8;0.0;18;326;59;40;3;14;1.0;173;290;0;0;0;136;4;1.0;3.0;0.0;61;33.0;2.0;10.0;1.0;72;12;0;0;0;0;1280;3
60;12;2021;2021m12;15;3;Duque de Caxias;3301702;Baixada Fluminense;3;0;0;3;5;8;3;60;5;6;18;30;17;24;71;96;30;1;2;0;0.0;0;0;0.0;30;230;37;3;0;5;0.0;65;110;0;0;0;41;6;1.0;5.0;0.0;20;29.0;7.0;17.0;0.0;61;8;0;0;0;0;757;3
61;12;2021;2021m12;15;3;Duque de Caxias;3301702;Baixada Fluminense;0;0;0;0;2;2;2;20;0;1;0;1;0;1;2;1;0;0;0;0;0.0;0;0;0.0;3;6;4;0;0;2;1.0;12;19;0;0;0;15;2;1.0;1.0;0.0;2;5.0;0.0;2.0;0.0;24;4;0;0;0;0;113;3
62;12;2021;2021m12;15;3;Duque de Caxias;3301702;Baixada Fluminense;3;0;0;3;0;3;7;46;4;3;19;39;11;3;53;15;12;2;0;0;0.0;0;1;0.0;9;92;8;1;1;7;1.0;15;33;0;1;0;46;0;0.0;0.0;0.0;11;6.0;0.0;6.0;1.0;41;4;0;0;0;0;360;3
63;12;2021;2021m12;24;3;Japeri;3302270;Baixada Fluminense;4;0;0;4;0;4;7;27;1;0;5;4;4;3;11;11;6;1;1;0;0.0;0;0;0.0;3;33;3;0;1;2;1.0;26;33;0;3;0;8;17;11.0;6.0;0.0;3;9.0;0.0;3.0;0.0;23;6;0;0;0;0;206;3
64;12;2021;2021m12;21;3;São João de Meriti;3305109;Baixada Fluminense;4;0;0;4;2;6;9;134;6;2;22;149;38;57;244;70;23;13;1;0;1.0;0;1;0.0;45;398;62;17;4;6;1.0;86;176;0;0;0;295;6;1.0;5.0;0.0;52;41.0;0.0;11.0;0.0;98;12;0;0;0;0;1464;3
65;12;2021;2021m12;34;3;Magé;3302502;Baixada Fluminense;1;0;0;1;1;2;0;30;5;0;11;7;0;1;8;3;0;4;1;0;0.0;0;0;0.0;1;17;6;3;0;3;4.0;22;38;0;0;0;36;9;0.0;7.0;2.0;2;9.0;2.0;4.0;0.0;27;0;0;0;0;0;234;3
66;12;2021;2021m12;34;3;Magé;3302502;Baixada Fluminense;0;0;0;0;0;0;1;48;13;0;21;9;5;0;14;2;0;3;0;0;0.0;0;1;0.0;2;22;20;3;0;8;2.0;22;55;0;2;0;64;3;2.0;1.0;0.0;6;13.0;1.0;9.0;0.0;48;4;0;0;0;0;375;3
67;12;2021;2021m12;34;3;Guapimirim;3301850;Baixada Fluminense;0;0;0;0;0;0;0;16;1;3;6;2;5;0;7;0;1;1;1;0;0.0;0;0;0.0;4;14;3;0;0;1;0.0;13;17;0;1;0;27;0;0.0;0.0;0.0;0;2.0;0.0;3.0;0.0;13;1;0;0;0;0;143;3
48;1;2022;2022m01;24;3;Seropédica;3305554;Baixada Fluminense;2;0;0;2;0;2;3;36;2;0;3;7;1;0;8;2;2;1;0;0;0.0;0;1;0.0;3;17;1;0;0;2;0.0;22;25;0;0;0;25;6;3.0;3.0;0.0;3;11.0;0.0;9.0;0.0;25;4;0;0;0;0;212;3
50;1;2022;2022m01;24;3;Itaguaí;3302007;Baixada Fluminense;7;0;0;7;2;9;3;61;3;4;6;18;4;1;23;3;0;1;0;0;0.0;0;0;0.0;1;28;8;7;0;6;0.0;31;52;0;1;0;49;3;0.0;3.0;0.0;6;15.0;1.0;10.0;0.0;31;5;0;0;0;0;327;3
51;1;2022;2022m01;24;3;Paracambi;3303609;Baixada Fluminense;1;0;0;1;0;1;0;10;4;0;3;1;1;0;2;2;0;0;1;0;0.0;0;0;0.0;0;5;1;0;0;3;0.0;11;15;0;0;0;15;6;1.0;5.0;0.0;0;8.0;0.0;3.0;1.0;21;1;0;0;0;0;97;3
52;1;2022;2022m01;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2;1;0;3;0;3;0;50;6;1;13;50;38;17;105;30;1;5;0;0;0.0;0;2;0.0;8;151;41;17;10;25;3.0;83;179;0;4;0;148;3;2.0;1.0;0.0;11;22.0;0.0;8.0;0.0;43;9;1;0;0;0;753;3
53;1;2022;2022m01;20;3;Mesquita;3302858;Baixada Fluminense;0;0;0;0;5;5;4;63;6;0;13;47;17;25;89;16;2;1;0;0;0.0;0;1;0.0;15;124;17;2;1;3;0.0;51;74;0;3;0;69;21;1.0;17.0;3.0;12;34.0;1.0;4.0;0.0;54;9;1;0;0;0;515;3
54;1;2022;2022m01;39;3;Belford Roxo;3300456;Baixada Fluminense;12;0;0;12;5;17;4;133;13;1;32;96;39;34;169;121;10;2;2;0;0.0;0;3;0.0;48;355;54;2;1;10;0.0;64;131;0;12;3;196;10;1.0;9.0;0.0;54;38.0;3.0;20.0;0.0;135;28;0;0;0;0;1362;3
55;1;2022;2022m01;24;3;Queimados;3304144;Baixada Fluminense;7;0;0;7;5;12;10;60;3;0;6;29;32;3;64;10;1;1;0;0;0.0;0;0;0.0;1;77;13;3;0;8;1.0;37;62;0;0;0;65;7;3.0;3.0;1.0;2;13.0;0.0;2.0;0.0;48;8;0;0;0;0;430;3
56;1;2022;2022m01;20;3;Nova Iguaçu;3303500;Baixada Fluminense;10;0;0;10;0;10;8;117;7;3;19;30;21;6;57;21;6;2;5;0;0.0;0;1;0.0;13;105;18;1;1;4;1.0;47;72;0;0;0;69;5;1.0;4.0;0.0;13;32.0;2.0;4.0;0.0;89;13;1;2;0;0;642;3
57;1;2022;2022m01;20;3;Nilópolis;3303203;Baixada Fluminense;0;0;0;0;0;0;0;62;0;1;10;46;22;6;74;9;3;1;0;0;0.0;0;1;0.0;11;99;22;2;1;10;1.0;70;106;0;2;2;98;1;0.0;1.0;0.0;10;9.0;1.0;3.0;0.0;53;4;1;0;0;0;543;3
58;1;2022;2022m01;20;3;Nova Iguaçu;3303500;Baixada Fluminense;6;0;0;6;0;6;9;123;16;5;18;69;33;16;118;48;12;0;1;0;0.0;0;0;1.0;20;200;35;2;0;14;0.0;59;110;0;2;0;107;12;6.0;5.0;2.0;13;24.0;1.0;10.0;0.0;145;21;0;0;0;0;1008;3
59;1;2022;2022m01;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;0;4;9;13;18;100;6;1;23;175;16;21;212;110;28;7;3;0;0.0;0;4;0.0;27;391;51;47;8;7;1.0;136;250;0;1;1;136;11;1.0;9.0;1.0;94;47.0;2.0;20.0;0.0;69;8;0;0;0;0;1412;3
60;1;2022;2022m01;15;3;Duque de Caxias;3301702;Baixada Fluminense;7;0;0;7;3;10;14;65;3;4;23;41;16;11;68;112;37;6;0;0;0.0;0;2;0.0;28;253;42;1;0;2;0.0;47;92;0;4;2;50;6;1.0;4.0;1.0;29;27.0;4.0;12.0;0.0;49;9;0;0;0;0;789;3
61;1;2022;2022m01;15;3;Duque de Caxias;3301702;Baixada Fluminense;2;0;0;2;0;2;0;28;2;1;3;2;3;0;5;4;2;0;1;0;0.0;0;0;0.0;1;13;3;0;0;2;0.0;8;13;0;1;0;21;0;0.0;0.0;0.0;0;8.0;0.0;1.0;0.0;17;1;0;0;0;0;123;3
62;1;2022;2022m01;15;3;Duque de Caxias;3301702;Baixada Fluminense;1;0;1;2;3;5;12;55;4;2;4;54;27;2;83;25;11;2;0;0;0.0;0;0;0.0;10;131;11;1;1;8;0.0;25;46;0;1;0;40;4;1.0;3.0;0.0;12;9.0;1.0;4.0;0.0;50;5;0;0;0;0;405;3
63;1;2022;2022m01;24;3;Japeri;3302270;Baixada Fluminense;3;0;0;3;3;6;4;25;2;0;9;14;3;2;19;10;5;0;0;0;0.0;0;0;1.0;3;38;1;0;1;3;0.0;22;27;0;2;0;18;20;9.0;11.0;0.0;9;20.0;1.0;5.0;0.0;26;4;1;0;0;0;237;3
64;1;2022;2022m01;21;3;São João de Meriti;3305109;Baixada Fluminense;7;0;1;8;3;11;3;132;14;3;18;169;35;55;259;82;13;5;0;0;1.0;0;1;0.0;44;405;58;12;5;7;1.0;85;168;0;3;0;289;12;1.0;11.0;0.0;63;44.0;3.0;15.0;0.0;110;8;0;0;0;0;1467;3
65;1;2022;2022m01;34;3;Magé;3302502;Baixada Fluminense;4;0;0;4;6;10;0;25;6;0;3;9;1;0;10;0;0;1;0;0;0.0;0;0;0.0;1;12;6;0;1;2;3.0;14;26;0;1;0;30;7;0.0;6.0;1.0;2;8.0;1.0;5.0;0.0;22;3;0;0;0;0;202;3
66;1;2022;2022m01;34;3;Magé;3302502;Baixada Fluminense;2;0;0;2;0;2;1;88;6;0;20;15;4;0;19;6;2;1;3;0;0.0;0;0;0.0;3;34;9;5;0;6;0.0;36;56;0;0;0;87;5;5.0;0.0;0.0;7;4.0;0.0;14.0;0.0;68;3;0;0;0;0;484;3
67;1;2022;2022m01;34;3;Guapimirim;3301850;Baixada Fluminense;2;0;0;2;0;2;1;26;2;1;6;3;1;0;4;1;0;1;0;0;0.0;0;1;0.0;1;8;0;1;0;1;0.0;12;14;0;3;0;22;4;1.0;3.0;0.0;4;6.0;1.0;7.0;0.0;29;3;0;0;0;0;184;3
48;2;2022;2022m02;24;3;Seropédica;3305554;Baixada Fluminense;1;0;0;1;0;1;3;34;1;2;5;3;0;0;3;5;5;0;0;0;0.0;0;1;0.0;1;15;7;1;1;3;0.0;18;30;0;0;2;22;5;4.0;1.0;0.0;5;19.0;0.0;3.0;0.0;26;1;0;0;0;0;197;3
50;2;2022;2022m02;24;3;Itaguaí;3302007;Baixada Fluminense;5;0;0;5;5;10;4;42;4;0;7;10;5;1;16;5;2;0;1;0;0.0;0;0;0.0;3;27;10;1;0;4;2.0;31;48;0;1;1;52;2;1.0;1.0;0.0;5;14.0;0.0;5.0;0.0;31;3;0;0;0;0;330;3
51;2;2022;2022m02;24;3;Paracambi;3303609;Baixada Fluminense;0;0;0;0;0;0;1;23;0;1;2;1;0;0;1;0;0;1;0;0;0.0;0;0;0.0;2;4;1;0;1;0;0.0;7;9;0;0;0;15;4;3.0;1.0;0.0;0;10.0;0.0;3.0;0.0;12;0;0;0;0;0;84;3
52;2;2022;2022m02;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2;0;0;2;0;2;1;49;4;2;22;45;44;15;104;32;1;6;0;0;0.0;0;3;0.0;5;151;39;21;1;26;5.0;67;159;0;5;0;140;0;0.0;0.0;0.0;5;32.0;4.0;10.0;0.0;55;4;0;0;0;0;757;3
53;2;2022;2022m02;20;3;Mesquita;3302858;Baixada Fluminense;2;0;0;2;2;4;3;31;4;4;9;38;25;22;85;14;3;1;1;0;0.0;0;0;0.0;5;109;18;6;3;5;1.0;46;79;0;3;0;48;13;0.0;13.0;0.0;2;23.0;2.0;3.0;0.0;36;12;0;0;0;0;454;3
54;2;2022;2022m02;39;3;Belford Roxo;3300456;Baixada Fluminense;22;0;0;22;9;31;8;127;12;2;34;103;37;19;159;105;13;3;0;0;1.0;0;4;0.0;43;328;48;4;2;10;0.0;55;119;0;4;2;211;14;0.0;13.0;1.0;28;57.0;6.0;28.0;0.0;137;16;1;0;0;0;1286;3
55;2;2022;2022m02;24;3;Queimados;3304144;Baixada Fluminense;4;0;0;4;1;5;5;59;5;0;4;32;17;0;49;7;0;4;0;0;0.0;0;0;0.0;5;65;9;3;0;11;1.0;29;53;0;0;0;45;7;4.0;3.0;0.0;5;8.0;0.0;9.0;0.0;38;2;0;0;0;0;382;3
56;2;2022;2022m02;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2;0;1;3;0;3;7;105;12;1;11;51;28;1;80;24;1;3;2;0;0.0;0;1;0.0;24;135;25;3;3;5;0.0;36;72;0;2;0;75;7;0.0;7.0;0.0;11;33.0;5.0;7.0;0.0;102;16;0;0;0;0;632;3
57;2;2022;2022m02;20;3;Nilópolis;3303203;Baixada Fluminense;2;0;1;3;0;3;6;39;5;0;10;59;17;3;79;12;2;2;1;0;0.0;0;2;0.0;19;117;20;8;2;9;1.0;64;104;0;0;0;77;8;0.0;8.0;0.0;3;17.0;3.0;9.0;0.0;47;4;0;0;0;0;522;3
58;2;2022;2022m02;20;3;Nova Iguaçu;3303500;Baixada Fluminense;3;0;0;3;1;4;5;146;18;2;21;78;25;11;114;43;9;2;1;0;0.0;0;0;0.0;15;184;32;4;0;12;1.0;47;96;0;2;0;96;3;0.0;3.0;0.0;18;26.0;2.0;13.0;0.0;115;11;3;0;0;0;928;3
59;2;2022;2022m02;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;0;4;0;4;3;108;5;5;22;213;15;24;252;83;32;3;0;0;0.0;1;8;0.0;26;405;62;39;5;14;0.0;204;324;0;0;0;143;4;1.0;3.0;0.0;91;31.0;4.0;15.0;1.0;76;9;1;0;0;0;1468;3
60;2;2022;2022m02;15;3;Duque de Caxias;3301702;Baixada Fluminense;8;0;0;8;4;12;16;80;10;9;12;36;8;27;71;94;32;1;1;0;0.0;0;0;0.0;29;228;29;4;0;3;1.0;41;78;0;2;0;35;10;0.0;10.0;0.0;18;30.0;3.0;8.0;0.0;57;4;0;0;0;0;778;3
61;2;2022;2022m02;15;3;Duque de Caxias;3301702;Baixada Fluminense;2;0;0;2;0;2;1;21;1;2;2;3;0;1;4;11;0;0;0;0;0.0;0;0;0.0;2;17;1;1;0;2;0.0;8;12;0;3;0;18;0;0.0;0.0;0.0;5;5.0;0.0;0.0;0.0;15;4;0;0;0;0;130;3
62;2;2022;2022m02;15;3;Duque de Caxias;3301702;Baixada Fluminense;5;0;0;5;0;5;7;43;5;2;6;56;14;5;75;16;14;6;0;0;0.0;0;0;1.0;14;126;14;2;2;1;1.0;21;41;0;1;0;64;3;1.0;1.0;1.0;10;7.0;2.0;2.0;0.0;36;4;0;0;0;0;399;3
63;2;2022;2022m02;24;3;Japeri;3302270;Baixada Fluminense;2;0;0;2;7;9;3;29;5;0;4;11;2;3;16;4;2;1;0;0;0.0;0;0;0.0;2;25;1;1;0;2;0.0;13;17;0;1;0;16;25;10.0;14.0;1.0;2;18.0;1.0;6.0;0.0;25;3;1;0;0;0;198;3
64;2;2022;2022m02;21;3;São João de Meriti;3305109;Baixada Fluminense;5;0;0;5;4;9;3;125;16;0;20;152;15;40;207;80;16;11;1;0;2.0;0;1;0.0;24;342;41;11;20;7;2.0;99;180;0;1;0;268;15;0.0;14.0;1.0;80;50.0;5.0;10.0;1.0;76;16;0;0;0;0;1379;3
65;2;2022;2022m02;34;3;Magé;3302502;Baixada Fluminense;2;0;0;2;1;3;2;22;4;0;8;11;0;1;12;4;1;1;0;0;0.0;0;0;0.0;2;20;10;2;1;8;2.0;13;36;0;1;0;25;9;1.0;9.0;0.0;5;7.0;2.0;13.0;0.0;25;1;1;0;0;0;236;3
66;2;2022;2022m02;34;3;Magé;3302502;Baixada Fluminense;2;0;0;2;0;2;3;52;4;2;19;12;6;0;18;3;0;1;1;0;0.0;0;0;1.0;4;28;10;5;0;4;5.0;34;58;0;1;0;52;5;2.0;3.0;0.0;5;10.0;0.0;9.0;0.0;34;4;0;0;0;0;357;3
67;2;2022;2022m02;34;3;Guapimirim;3301850;Baixada Fluminense;1;0;0;1;0;1;0;31;4;0;5;2;2;0;4;4;0;1;0;0;0.0;0;0;0.0;3;12;1;2;0;2;4.0;13;22;0;0;0;22;2;1.0;1.0;0.0;3;7.0;0.0;4.0;1.0;31;0;1;0;0;0;192;3
48;3;2022;2022m03;24;3;Seropédica;3305554;Baixada Fluminense;5;0;0;5;0;5;1;32;2;2;5;5;0;2;7;2;6;3;0;0;0.0;0;0;0.0;2;20;3;0;0;18;1.0;21;43;0;2;0;30;7;2.0;5.0;0.0;5;22.0;0.0;4.0;0.0;31;4;0;0;0;0;261;3
50;3;2022;2022m03;24;3;Itaguaí;3302007;Baixada Fluminense;2;0;0;2;5;7;8;49;7;3;8;15;11;3;29;9;0;0;0;0;0.0;0;0;0.0;8;46;13;7;1;11;1.0;46;79;0;0;0;61;7;0.0;6.0;1.0;6;20.0;0.0;6.0;0.0;42;3;0;0;0;0;432;3
51;3;2022;2022m03;24;3;Paracambi;3303609;Baixada Fluminense;1;0;0;1;0;1;1;23;1;1;3;1;0;0;1;0;1;0;0;0;0.0;0;0;0.0;1;3;2;0;0;3;0.0;12;17;0;1;0;11;9;6.0;3.0;0.0;2;9.0;2.0;3.0;3.0;20;2;0;0;0;0;126;3
52;3;2022;2022m03;20;3;Nova Iguaçu;3303500;Baixada Fluminense;2;0;0;2;0;2;1;65;9;1;36;58;44;18;120;32;4;7;3;0;0.0;0;1;0.0;7;174;47;25;7;31;6.0;75;191;0;1;0;164;4;4.0;0.0;0.0;5;36.0;3.0;12.0;1.0;54;7;0;0;0;0;868;3
53;3;2022;2022m03;20;3;Mesquita;3302858;Baixada Fluminense;2;0;0;2;3;5;0;73;6;0;14;44;20;14;78;22;2;2;1;0;0.0;0;0;0.0;5;110;28;4;3;2;3.0;56;96;0;1;0;47;11;0.0;9.0;2.0;13;26.0;0.0;8.0;1.0;58;6;0;0;0;0;528;3
54;3;2022;2022m03;39;3;Belford Roxo;3300456;Baixada Fluminense;9;0;0;9;9;18;9;156;19;0;36;116;41;28;185;156;23;3;2;0;0.0;0;5;0.0;45;419;34;10;5;7;1.0;60;117;0;4;0;265;13;2.0;10.0;1.0;41;54.0;1.0;18.0;0.0;185;20;0;0;0;0;1559;3
55;3;2022;2022m03;24;3;Queimados;3304144;Baixada Fluminense;2;0;0;2;1;3;3;41;3;0;12;44;24;2;70;10;0;4;0;0;0.0;0;1;0.0;3;88;5;5;1;11;1.0;47;70;0;0;0;69;5;1.0;4.0;0.0;6;14.0;3.0;4.0;0.0;69;10;0;0;0;0;484;3
56;3;2022;2022m03;20;3;Nova Iguaçu;3303500;Baixada Fluminense;7;0;0;7;5;12;6;114;16;1;22;45;26;7;78;21;2;1;5;0;0.0;0;0;0.0;14;121;25;1;3;7;0.0;39;75;0;1;0;72;5;0.0;5.0;0.0;14;29.0;0.0;9.0;0.0;102;7;0;0;0;0;669;3
57;3;2022;2022m03;20;3;Nilópolis;3303203;Baixada Fluminense;2;0;0;2;0;2;1;64;2;2;7;49;25;0;74;21;2;4;1;0;1.0;0;1;0.0;14;118;21;10;0;22;0.0;101;154;0;1;0;100;3;1.0;2.0;0.0;9;25.0;1.0;10.0;0.0;38;4;0;0;0;0;621;3
58;3;2022;2022m03;20;3;Nova Iguaçu;3303500;Baixada Fluminense;10;0;0;10;1;11;6;151;20;2;32;88;44;4;136;38;4;4;2;0;0.0;0;0;0.0;31;215;41;3;0;12;0.0;49;105;0;3;0;123;7;2.0;5.0;0.0;24;34.0;3.0;12.0;0.0;113;10;0;0;0;0;1083;3
59;3;2022;2022m03;15;3;Duque de Caxias;3301702;Baixada Fluminense;3;0;2;5;6;11;10;127;10;0;46;180;14;22;216;121;26;4;0;0;0.0;2;4;0.0;30;403;70;42;5;21;1.0;212;351;0;2;0;168;10;2.0;6.0;2.0;110;50.0;3.0;21.0;0.0;89;6;1;0;1;0;1596;3
60;3;2022;2022m03;15;3;Duque de Caxias;3301702;Baixada Fluminense;4;0;0;4;11;15;16;87;9;3;16;62;18;11;91;112;26;1;1;0;0.0;0;1;0.0;23;255;41;5;1;7;1.0;60;115;0;2;0;88;12;1.0;11.0;0.0;35;26.0;8.0;18.0;0.0;43;7;0;0;0;0;891;3
