ID_Venda;ID_Cliente;ID_Produto;Data;Quantidade;Canal;Valor_Total;faixa_etaria
17272;391;38;2024-02-28;2;Loja Física;3856.6;Idoso
17273;115;86;2023-08-31;4;Loja Física;16131.76;Adulto
17274;348;34;2022-06-06;3;Online;1084.23;Adulto
17275;1;89;2022-01-29;4;Online;17988.36;Adulto
17276;63;77;2023-09-25;4;Loja Física;17667.08;Adulto
17277;760;93;2023-12-26;3;Loja Física;12756.6;Adulto
17278;743;73;2023-07-11;4;Loja Física;1022.16;Adulto
17279;226;15;2024-07-31;2;Loja Física;5893.32;Idoso
17280;423;95;2024-09-22;2;Online;3485.74;Adulto
17281;19;44;2022-03-22;2;Online;6556.66;Adulto
17282;31;91;2023-08-09;2;Loja Física;9739.14;Idoso
17283;845;95;2023-01-27;2;Loja Física;3485.74;Idoso
17284;633;10;2022-01-26;3;Online;9407.04;Adulto
17285;24;37;2024-01-31;3;Online;10259.7;Adulto
17286;837;7;2024-01-22;4;Online;15341.12;Adulto
17287;983;32;2022-05-14;2;Loja Física;7207.98;Adulto
17288;211;11;2023-04-10;4;Loja Física;11442.56;Adulto
17289;961;48;2023-10-12;2;Loja Física;6073.16;Adulto
17290;161;92;2023-10-09;4;Online;9514.2;Idoso
17291;255;68;2024-03-07;3;Loja Física;13843.23;Idoso
17292;571;48;2023-01-02;2;Online;6073.16;Adulto
17293;114;45;2022-07-11;3;Online;4346.73;Adulto
17294;504;95;2022-09-03;4;Loja Física;6971.48;Adulto
17295;929;93;2023-10-31;3;Online;12756.6;Adulto
17296;672;33;2024-07-08;3;Online;9019.44;Adulto
17297;955;4;2022-08-16;3;Loja Física;511.41;Adulto
17298;220;47;2022-11-01;1;Loja Física;3216.11;Adulto
17299;357;90;2022-07-18;4;Online;12603.56;Idoso
17300;169;53;2023-07-03;4;Loja Física;16812.4;Adulto
17301;524;31;2024-05-10;2;Online;8083.26;Adulto
17302;969;31;2022-09-09;2;Online;8083.26;Adulto
17303;242;27;2024-01-14;2;Loja Física;2274.04;Adulto
17304;375;89;2024-03-09;3;Online;13491.27;Idoso
17305;139;48;2024-04-06;4;Online;12146.32;Jovem
17306;97;36;2024-03-15;3;Online;10219.35;Idoso
17307;147;49;2023-01-23;4;Online;3915.36;Adulto
17308;182;31;2024-02-28;3;Loja Física;12124.89;Adulto
17309;57;44;2022-09-24;2;Online;6556.66;Adulto
17310;42;59;2023-11-07;3;Loja Física;12620.88;Adulto
17311;866;23;2022-02-22;1;Online;4648.09;Idoso
17312;711;99;2022-10-09;2;Loja Física;8554.96;Adulto
17313;543;68;2022-03-26;1;Loja Física;4614.41;Adulto
17314;692;92;2024-08-15;1;Online;2378.55;Adulto
17315;2;42;2022-05-28;2;Online;6970.66;Idoso
17316;979;42;2023-10-05;1;Loja Física;3485.33;Adulto
17317;934;13;2022-01-24;1;Online;4335.72;Adulto
17318;288;1;2023-10-16;4;Online;6530.44;Adulto
17319;138;76;2023-08-17;3;Loja Física;9220.65;Adulto
17320;617;53;2024-06-06;1;Online;4203.1;Adulto
17321;512;40;2022-04-16;3;Loja Física;2760.15;Adulto
17322;904;90;2022-04-24;1;Loja Física;3150.89;Adulto
17323;730;46;2023-04-16;2;Online;1730.82;Adulto
17324;222;87;2024-08-07;2;Online;9972.94;Adulto
17325;331;22;2023-09-03;4;Online;12098.28;Adulto
17326;617;52;2022-05-06;2;Loja Física;6744.06;Adulto
17327;404;28;2022-04-20;4;Online;19914.36;Adulto
17328;508;53;2022-05-26;2;Loja Física;8406.2;Adulto
17329;916;63;2022-10-17;3;Online;7480.89;Adulto
17330;127;17;2022-09-26;1;Loja Física;3807.98;Adulto
17331;265;64;2024-07-05;1;Online;2069.25;Adulto
17332;712;6;2022-07-04;4;Online;12625.36;Adulto
17333;764;14;2022-04-06;2;Loja Física;5951.98;Adulto
17334;15;17;2022-03-21;3;Online;11423.94;Adulto
17335;226;38;2023-05-22;3;Loja Física;5784.9;Idoso
17336;984;69;2024-05-14;2;Online;5915.26;Adulto
17337;865;13;2023-01-06;1;Online;4335.72;Jovem
17338;105;53;2024-07-23;2;Online;8406.2;Adulto
17339;745;9;2024-05-08;1;Loja Física;4201.89;Adulto
17340;493;44;2022-08-01;2;Online;6556.66;Idoso
17341;319;26;2023-02-05;1;Online;2685.62;Adulto
17342;1000;77;2022-04-14;4;Online;17667.08;Adulto
17343;219;19;2023-05-18;3;Online;10698.75;Idoso
17344;277;48;2024-03-25;2;Loja Física;6073.16;Adulto
17345;773;81;2022-01-23;1;Online;4328.68;Adulto
17346;893;80;2023-02-28;1;Loja Física;1135.04;Idoso
17347;931;30;2022-03-17;1;Online;3282.59;Adulto
17348;341;32;2023-05-14;4;Loja Física;14415.96;Adulto
17349;452;78;2024-09-09;1;Loja Física;4426.28;Adulto
17350;369;79;2023-10-03;3;Online;9987.96;Idoso
17351;944;76;2022-03-20;4;Loja Física;12294.2;Adulto
17352;848;75;2022-08-04;1;Online;514.37;Idoso
17353;991;69;2023-12-05;3;Online;8872.89;Adulto
17354;474;11;2023-03-06;1;Loja Física;2860.64;Adulto
17355;190;98;2023-01-20;3;Loja Física;12309.51;Adulto
17356;884;83;2024-06-30;3;Loja Física;3190.8;Adulto
17357;419;26;2022-11-18;1;Online;2685.62;Adulto
17358;710;26;2023-10-11;3;Loja Física;8056.86;Idoso
17359;865;17;2024-07-19;2;Loja Física;7615.96;Jovem
17360;789;95;2023-04-07;1;Online;1742.87;Idoso
17361;848;83;2024-04-07;2;Online;2127.2;Idoso
17362;495;44;2022-06-14;3;Loja Física;9834.99;Adulto
17363;39;84;2022-07-04;4;Online;14853.56;Idoso
17364;162;23;2022-11-02;4;Loja Física;18592.36;Adulto
17365;121;25;2022-01-11;3;Online;5326.02;Adulto
17366;892;92;2024-07-14;2;Loja Física;4757.1;Adulto
17367;399;37;2022-07-02;1;Loja Física;3419.9;Adulto
17368;262;76;2023-11-07;4;Loja Física;12294.2;Adulto
17369;962;65;2023-08-04;2;Loja Física;1706.18;Adulto
17370;728;2;2023-10-09;4;Loja Física;13225.12;Adulto
17371;824;74;2023-09-14;4;Online;8697.36;Jovem
17372;561;98;2024-05-25;3;Loja Física;12309.51;Adulto
17373;604;32;2022-02-02;1;Loja Física;3603.99;Adulto
17374;129;89;2022-05-01;2;Loja Física;8994.18;Idoso
17375;833;74;2024-09-26;2;Loja Física;4348.68;Adulto
17376;540;55;2022-12-18;1;Online;193.81;Adulto
17377;356;50;2022-12-22;2;Loja Física;7110.36;Idoso
17378;660;65;2023-05-11;4;Loja Física;3412.36;Adulto
17379;432;32;2023-09-21;1;Online;3603.99;Idoso
17380;840;37;2023-09-07;4;Online;13679.6;Adulto
17381;65;76;2023-07-14;4;Loja Física;12294.2;Adulto
17382;218;82;2022-01-06;4;Loja Física;17767.44;Idoso
17383;563;94;2022-06-12;1;Online;405.73;Idoso
17384;427;13;2023-06-19;2;Loja Física;8671.44;Adulto
17385;817;54;2024-01-30;4;Loja Física;3726.68;Adulto
17386;921;3;2022-09-18;1;Loja Física;1236.89;Idoso
17387;74;85;2024-08-06;1;Online;1503.95;Adulto
17388;460;42;2022-05-05;3;Online;10455.99;Adulto
17389;425;78;2022-07-17;3;Loja Física;13278.84;Adulto
17390;711;40;2023-09-13;3;Online;27601.5;Adulto
17391;192;74;2022-01-31;2;Online;4348.68;Adulto
17392;189;66;2023-07-03;2;Online;5811.56;Adulto
17393;12;60;2022-01-24;2;Loja Física;8067.54;Adulto
17394;239;11;2023-06-15;2;Online;5721.28;Idoso
17395;872;1;2023-06-09;4;Online;6530.44;Idoso
17396;593;26;2024-02-19;1;Online;2685.62;Adulto
17397;453;42;2022-06-06;1;Loja Física;3485.33;Idoso
17398;383;62;2022-08-10;3;Online;8178.24;Adulto
17399;782;61;2024-06-06;1;Loja Física;4808.51;Adulto
17400;802;77;2023-01-09;2;Online;8833.54;Adulto
17401;48;92;2022-04-28;1;Loja Física;2378.55;Adulto
17402;317;85;2024-07-09;4;Online;6015.8;Adulto
17403;209;62;2022-08-11;4;Online;10904.32;Idoso
17404;547;74;2022-01-31;3;Loja Física;6523.02;Adulto
17405;119;12;2022-12-02;2;Loja Física;6321.22;Adulto
17406;577;27;2022-05-22;1;Online;1137.02;Adulto
17407;315;67;2022-08-14;3;Loja Física;4372.08;Idoso
17408;754;28;2022-03-27;1;Online;4978.59;Adulto
17409;36;66;2024-01-16;3;Loja Física;8717.34;Adulto
17410;463;28;2023-12-10;3;Online;14935.77;Idoso
17411;764;95;2024-08-20;4;Loja Física;6971.48;Adulto
17412;915;21;2022-05-10;4;Online;4885.96;Adulto
17413;755;7;2022-10-02;4;Online;15341.12;Adulto
17414;554;95;2022-10-08;3;Loja Física;5228.61;Adulto
17415;581;14;2023-05-09;4;Loja Física;11903.96;Idoso
17416;403;39;2022-07-24;4;Online;18857.16;Idoso
17417;107;73;2024-09-03;2;Online;511.08;Jovem
17418;39;87;2022-04-05;1;Online;4986.47;Idoso
17419;581;62;2022-12-23;1;Loja Física;2726.08;Idoso
17420;180;12;2023-12-27;2;Online;6321.22;Adulto
17421;12;93;2023-07-19;2;Loja Física;8504.4;Adulto
17422;339;38;2023-10-30;4;Loja Física;7713.2;Adulto
17423;943;58;2022-10-29;4;Loja Física;14112.92;Adulto
17424;716;56;2023-04-24;1;Loja Física;3917.6;Adulto
17425;548;39;2024-02-03;2;Loja Física;9428.58;Adulto
17426;126;86;2024-04-08;2;Loja Física;8065.88;Adulto
17427;63;4;2023-05-23;4;Loja Física;681.88;Adulto
17428;844;48;2023-03-23;1;Loja Física;3036.58;Adulto
17429;82;7;2023-06-09;3;Online;11505.84;Adulto
17430;819;60;2024-08-27;2;Online;8067.54;Adulto
17431;299;40;2023-02-14;1;Loja Física;920.05;Adulto
17432;34;8;2024-08-02;1;Online;290.8;Adulto
17433;752;58;2022-07-17;1;Loja Física;3528.23;Adulto
17434;609;57;2022-09-14;2;Loja Física;6175.04;Idoso
17435;49;35;2022-06-27;3;Loja Física;6985.05;Adulto
17436;658;73;2022-07-22;4;Loja Física;1022.16;Adulto
17437;637;13;2023-12-05;3;Loja Física;13007.16;Idoso
17438;701;39;2024-05-16;1;Loja Física;4714.29;Adulto
17439;57;84;2024-06-27;2;Loja Física;7426.78;Adulto
17440;861;21;2024-01-05;2;Loja Física;2442.98;Adulto
17441;109;47;2022-10-15;3;Loja Física;9648.33;Adulto
17442;517;83;2024-09-11;3;Online;3190.8;Idoso
17443;985;2;2023-02-07;2;Online;6612.56;Adulto
17444;24;44;2022-04-16;3;Online;9834.99;Adulto
17445;221;30;2023-08-21;4;Online;13130.36;Adulto
17446;960;87;2024-03-23;4;Loja Física;19945.88;Adulto
17447;315;55;2024-02-24;4;Loja Física;775.24;Idoso
17448;294;40;2023-08-25;1;Loja Física;920.05;Idoso
17449;929;77;2022-11-16;3;Online;13250.31;Adulto
17450;10;97;2022-06-19;2;Online;9758.36;Adulto
17451;677;96;2024-03-24;1;Online;428.38;Adulto
17452;481;92;2022-07-30;2;Online;4757.1;Adulto
17453;727;24;2024-09-03;3;Online;13958.34;Jovem
17454;638;42;2024-01-10;3;Loja Física;10455.99;Adulto
17455;267;28;2023-05-15;1;Loja Física;4978.59;Adulto
17456;792;94;2023-03-20;1;Loja Física;405.73;Idoso
17457;88;93;2024-06-23;4;Online;17008.8;Adulto
17458;455;98;2023-04-02;1;Loja Física;4103.17;Adulto
17459;626;51;2023-03-10;4;Online;9321.36;Adulto
17460;533;22;2023-09-03;1;Loja Física;3024.57;Adulto
17461;148;89;2024-02-05;4;Online;17988.36;Adulto
17462;757;78;2022-10-06;3;Loja Física;13278.84;Jovem
17463;778;74;2024-04-15;2;Online;4348.68;Adulto
17464;729;74;2022-11-23;3;Loja Física;6523.02;Adulto
17465;431;8;2023-09-30;4;Online;1163.2;Adulto
17466;996;14;2022-04-21;3;Loja Física;8927.97;Adulto
17467;752;45;2023-09-14;1;Loja Física;1448.91;Adulto
17468;943;38;2023-01-28;1;Loja Física;1928.3;Adulto
17469;911;32;2023-03-16;2;Online;7207.98;Adulto
17470;940;62;2022-07-24;2;Online;5452.16;Adulto
17471;744;96;2023-08-04;3;Loja Física;1285.14;Adulto
17472;744;67;2022-12-28;2;Loja Física;2914.72;Adulto
17473;242;84;2023-01-18;1;Loja Física;3713.39;Adulto
17474;702;61;2024-07-08;1;Online;4808.51;Adulto
17475;902;13;2023-10-10;1;Online;4335.72;Adulto
17476;741;87;2024-04-19;4;Loja Física;19945.88;Adulto
17477;66;83;2022-03-07;4;Loja Física;4254.4;Adulto
17478;972;80;2023-04-06;3;Online;3405.12;Jovem
17479;378;99;2022-06-21;4;Online;17109.92;Adulto
17480;388;47;2024-06-29;2;Online;6432.22;Adulto
17481;791;54;2022-02-04;1;Loja Física;931.67;Adulto
17482;781;71;2024-09-08;3;Online;5517.39;Adulto
17483;209;52;2023-06-08;4;Online;13488.12;Idoso
17484;415;72;2022-09-17;3;Loja Física;1064.25;Adulto
17485;16;25;2023-08-24;3;Online;5326.02;Adulto
17486;297;23;2023-02-24;2;Online;9296.18;Idoso
17487;986;74;2022-10-28;2;Loja Física;4348.68;Adulto
17488;220;30;2023-09-11;2;Online;6565.18;Adulto
17489;769;97;2024-04-26;3;Loja Física;14637.54;Adulto
17490;367;11;2024-06-17;3;Loja Física;8581.92;Adulto
17491;780;35;2023-10-23;2;Loja Física;4656.7;Adulto
17492;229;27;2024-08-31;4;Loja Física;4548.08;Adulto
17493;631;67;2024-09-15;1;Online;1457.36;Adulto
17494;440;47;2023-06-28;2;Loja Física;6432.22;Idoso
17495;690;50;2022-12-27;4;Online;14220.72;Adulto
17496;532;8;2023-02-12;3;Online;872.4;Adulto
17497;450;55;2022-01-31;3;Online;581.43;Adulto
17498;36;77;2022-04-28;4;Online;17667.08;Adulto
17499;847;42;2022-07-04;4;Loja Física;13941.32;Idoso
17500;422;67;2024-04-08;3;Online;4372.08;Adulto
17501;918;20;2022-11-27;3;Online;6021.69;Idoso
17502;620;45;2023-03-16;3;Online;4346.73;Adulto
17503;189;35;2024-03-20;3;Loja Física;6985.05;Adulto
17504;178;77;2022-07-10;2;Online;8833.54;Adulto
17505;608;20;2023-01-02;3;Online;6021.69;Adulto
17506;315;24;2022-09-09;3;Online;13958.34;Idoso
17507;20;57;2022-03-16;4;Online;12350.08;Adulto
17508;676;55;2022-08-09;4;Loja Física;775.24;Adulto
17509;382;9;2023-11-04;4;Loja Física;16807.56;Adulto
17510;609;94;2023-01-16;3;Loja Física;1217.19;Idoso
17511;143;89;2023-01-16;4;Loja Física;17988.36;Adulto
17512;62;16;2022-05-29;3;Loja Física;14862.99;Idoso
17513;242;55;2024-03-09;3;Online;581.43;Adulto
17514;238;72;2022-11-18;4;Loja Física;1419.0;Adulto
17515;131;58;2022-05-06;1;Loja Física;3528.23;Adulto
17516;605;64;2022-01-10;2;Online;4138.5;Adulto
17517;603;92;2022-11-23;2;Loja Física;4757.1;Adulto
17518;645;76;2023-12-06;1;Online;3073.55;Adulto
17519;123;88;2022-01-12;1;Loja Física;247.13;Adulto
17520;440;49;2024-01-05;3;Online;2936.52;Idoso
17521;927;29;2022-12-03;4;Online;19629.92;Adulto
17522;342;79;2022-08-07;2;Loja Física;6658.64;Adulto
17523;419;82;2023-04-22;2;Online;8883.72;Adulto
17524;630;7;2023-08-05;1;Loja Física;3835.28;Idoso
17525;455;77;2024-03-25;4;Loja Física;17667.08;Adulto
17526;198;83;2022-11-26;2;Loja Física;2127.2;Adulto
17527;282;69;2024-07-09;2;Loja Física;5915.26;Adulto
17528;886;90;2022-08-27;3;Online;9452.67;Adulto
17529;1;2;2023-07-30;3;Online;9918.84;Adulto
17530;723;33;2022-03-09;3;Online;9019.44;Adulto
17531;775;48;2023-01-30;2;Online;6073.16;Adulto
17532;932;37;2022-10-18;2;Online;6839.8;Adulto
17533;332;89;2023-09-09;3;Loja Física;13491.27;Adulto
17534;212;89;2022-08-06;3;Online;13491.27;Adulto
17535;87;30;2023-06-24;4;Online;13130.36;Adulto
17536;665;41;2022-08-11;2;Online;5103.52;Adulto
17537;862;4;2022-04-16;2;Online;340.94;Adulto
17538;699;83;2023-07-29;1;Online;1063.6;Adulto
17539;61;91;2022-10-12;3;Loja Física;14608.71;Adulto
17540;797;39;2024-01-04;3;Online;14142.87;Adulto
17541;95;24;2023-09-15;3;Loja Física;13958.34;Adulto
17542;786;50;2024-08-26;2;Loja Física;7110.36;Adulto
17543;553;37;2024-06-23;4;Online;13679.6;Adulto
17544;147;53;2024-04-06;2;Loja Física;8406.2;Adulto
17545;246;25;2024-05-30;1;Online;1775.34;Adulto
17546;644;93;2023-11-19;1;Online;4252.2;Adulto
17547;961;31;2022-03-18;4;Online;16166.52;Adulto
17548;297;99;2023-08-11;3;Online;12832.44;Idoso
17549;123;92;2024-07-03;1;Online;2378.55;Adulto
17550;655;38;2023-10-24;2;Online;3856.6;Adulto
17551;694;58;2023-03-08;1;Loja Física;3528.23;Adulto
17552;704;53;2023-11-30;1;Online;4203.1;Idoso
17553;456;50;2024-02-14;4;Loja Física;14220.72;Adulto
17554;399;4;2023-03-22;4;Loja Física;681.88;Adulto
17555;719;92;2022-11-22;2;Online;4757.1;Adulto
17556;946;52;2024-04-12;3;Loja Física;10116.09;Adulto
17557;231;31;2022-11-24;4;Loja Física;16166.52;Adulto
17558;534;87;2022-07-22;4;Loja Física;19945.88;Adulto
17559;402;78;2022-07-21;3;Loja Física;13278.84;Adulto
17560;592;92;2022-02-20;1;Online;2378.55;Idoso
17561;130;14;2024-04-01;2;Online;5951.98;Adulto
17562;292;1;2023-05-21;2;Loja Física;3265.22;Idoso
17563;276;43;2023-05-26;1;Online;3515.97;Adulto
17564;912;96;2022-02-17;3;Online;1285.14;Adulto
17565;835;59;2022-10-09;3;Loja Física;12620.88;Adulto
17566;376;61;2023-03-08;4;Loja Física;19234.04;Adulto
17567;926;41;2022-05-03;3;Online;7655.28;Adulto
17568;55;18;2022-05-08;2;Online;4534.48;Adulto
17569;578;60;2023-04-09;2;Loja Física;8067.54;Idoso
17570;739;69;2022-06-25;2;Online;5915.26;Idoso
17571;26;79;2023-09-08;3;Loja Física;9987.96;Adulto
17572;441;59;2022-12-01;1;Online;4206.96;Adulto
17573;765;42;2023-08-29;2;Loja Física;6970.66;Adulto
17574;197;80;2023-01-28;2;Loja Física;2270.08;Adulto
17575;642;36;2022-08-31;1;Loja Física;3406.45;Adulto
17576;243;40;2023-08-14;4;Online;3680.2;Adulto
17577;824;30;2022-01-22;3;Online;9847.77;Jovem
17578;724;87;2022-10-19;2;Loja Física;9972.94;Adulto
17579;190;11;2022-01-19;3;Loja Física;8581.92;Adulto
17580;802;25;2023-10-22;2;Online;3550.68;Adulto
17581;738;45;2024-03-13;2;Online;2897.82;Adulto
17582;758;51;2024-05-26;4;Loja Física;9321.36;Adulto
17583;568;43;2023-08-13;1;Online;3515.97;Jovem
17584;567;66;2022-01-05;1;Loja Física;2905.78;Adulto
17585;276;99;2024-07-22;1;Loja Física;4277.48;Adulto
17586;818;47;2023-04-18;4;Loja Física;12864.44;Idoso
17587;409;24;2022-10-19;4;Online;18611.12;Adulto
17588;340;77;2022-05-15;1;Online;4416.77;Idoso
17589;153;37;2024-05-11;3;Loja Física;10259.7;Adulto
17590;565;56;2024-09-17;3;Online;11752.8;Adulto
17591;398;94;2023-02-17;4;Online;1622.92;Adulto
17592;444;75;2022-02-07;3;Loja Física;1543.11;Adulto
17593;623;87;2024-07-06;1;Online;4986.47;Adulto
17594;427;46;2023-07-01;2;Loja Física;1730.82;Adulto
17595;958;28;2024-07-29;3;Loja Física;14935.77;Adulto
17596;487;93;2023-06-25;1;Loja Física;4252.2;Adulto
17597;204;52;2022-02-10;1;Loja Física;3372.03;Adulto
17598;112;15;2022-12-12;1;Online;2946.66;Idoso
17599;325;45;2023-10-23;3;Online;4346.73;Adulto
17600;959;58;2022-01-17;2;Loja Física;7056.46;Idoso
17601;258;67;2022-03-13;3;Online;4372.08;Adulto
17602;950;73;2023-04-27;1;Online;255.54;Adulto
17603;528;72;2022-04-08;1;Loja Física;354.75;Adulto
17604;951;97;2024-04-29;1;Loja Física;4879.18;Adulto
17605;350;98;2024-04-01;4;Online;16412.68;Adulto
17606;939;73;2023-03-02;3;Online;766.62;Idoso
17607;957;81;2024-01-11;2;Loja Física;8657.36;Adulto
17608;678;41;2022-11-05;3;Loja Física;7655.28;Idoso
17609;813;65;2022-10-09;1;Loja Física;853.09;Adulto
17610;894;40;2022-11-21;1;Online;920.05;Adulto
17611;435;5;2024-02-11;4;Online;15381.32;Adulto
17612;426;94;2022-12-21;1;Loja Física;405.73;Idoso
17613;280;75;2023-02-14;3;Online;1543.11;Adulto
17614;371;28;2022-03-23;3;Online;14935.77;Adulto
17615;670;38;2023-07-24;3;Online;5784.9;Adulto
17616;933;81;2024-03-04;1;Online;4328.68;Adulto
17617;249;87;2022-11-17;4;Loja Física;19945.88;Adulto
17618;891;18;2023-05-21;3;Online;6801.72;Idoso
17619;181;37;2023-09-20;2;Online;6839.8;Idoso
17620;703;27;2022-02-18;2;Loja Física;2274.04;Adulto
17621;999;25;2023-02-07;2;Loja Física;35506.8;Adulto
17622;651;69;2022-11-02;3;Loja Física;8872.89;Adulto
17623;78;83;2023-12-15;4;Loja Física;4254.4;Adulto
17624;919;27;2023-04-11;1;Loja Física;1137.02;Adulto
17625;885;77;2023-05-21;4;Online;17667.08;Idoso
17626;336;54;2024-05-19;1;Online;931.67;Adulto
17627;50;7;2023-10-19;1;Online;3835.28;Adulto
17628;85;90;2024-09-17;1;Loja Física;3150.89;Adulto
17629;695;78;2024-07-21;1;Loja Física;4426.28;Adulto
17630;695;27;2022-05-05;3;Online;3411.06;Adulto
17631;4;59;2024-05-13;2;Loja Física;8413.92;Adulto
17632;993;72;2023-01-18;3;Loja Física;1064.25;Idoso
17633;950;31;2024-08-18;4;Online;16166.52;Adulto
17634;317;99;2023-09-25;1;Online;4277.48;Adulto
17635;111;91;2022-04-16;3;Online;14608.71;Adulto
17636;334;68;2022-01-30;3;Loja Física;13843.23;Adulto
17637;851;4;2022-08-18;3;Online;511.41;Jovem
17638;763;18;2022-02-18;1;Loja Física;2267.24;Adulto
17639;133;63;2024-04-25;1;Online;2493.63;Adulto
17640;612;87;2022-01-11;1;Online;4986.47;Adulto
17641;991;96;2022-05-23;3;Online;1285.14;Adulto
17642;914;76;2022-04-18;3;Online;9220.65;Adulto
17643;684;52;2022-11-27;4;Online;13488.12;Adulto
17644;799;84;2024-06-01;2;Online;7426.78;Adulto
17645;119;63;2023-12-06;2;Loja Física;4987.26;Adulto
17646;350;45;2024-01-12;1;Loja Física;1448.91;Adulto
17647;917;12;2023-03-23;2;Loja Física;6321.22;Adulto
17648;687;8;2022-08-20;1;Loja Física;290.8;Idoso
17649;542;22;2022-06-24;1;Loja Física;3024.57;Adulto
17650;55;91;2022-04-01;3;Loja Física;14608.71;Adulto
17651;361;41;2022-07-15;2;Loja Física;5103.52;Adulto
17652;708;41;2024-01-12;4;Online;10207.04;Adulto
17653;453;81;2024-07-12;1;Online;4328.68;Idoso
17654;553;57;2024-04-11;1;Loja Física;3087.52;Adulto
17655;685;32;2023-01-13;4;Loja Física;14415.96;Adulto
17656;330;97;2024-04-15;2;Online;9758.36;Adulto
17657;219;95;2024-07-13;4;Loja Física;6971.48;Idoso
17658;208;55;2023-07-05;2;Loja Física;387.62;Adulto
17659;670;6;2022-01-06;2;Online;6312.68;Adulto
17660;845;39;2024-08-14;2;Online;9428.58;Idoso
17661;740;9;2023-12-06;2;Loja Física;8403.78;Idoso
17662;85;32;2024-06-07;2;Loja Física;7207.98;Adulto
17663;685;36;2022-02-23;2;Online;6812.9;Adulto
17664;245;16;2022-09-23;1;Online;4954.33;Adulto
17665;872;12;2024-06-23;3;Loja Física;9481.83;Idoso
17666;685;41;2024-03-14;1;Online;2551.76;Adulto
17667;335;67;2022-02-14;1;Loja Física;1457.36;Adulto
17668;212;58;2022-04-24;4;Loja Física;14112.92;Adulto
17669;596;91;2022-02-19;3;Online;14608.71;Idoso
17670;685;91;2024-08-27;3;Online;14608.71;Adulto
17671;183;9;2022-11-08;3;Loja Física;12605.67;Adulto
17672;955;17;2022-03-18;2;Online;7615.96;Adulto
17673;133;5;2022-09-28;2;Loja Física;7690.66;Adulto
17674;892;26;2022-12-04;2;Online;5371.24;Adulto
17675;800;85;2023-12-06;1;Online;1503.95;Adulto
17676;774;1;2023-09-20;3;Loja Física;4897.83;Adulto
17677;350;1;2024-03-21;3;Loja Física;4897.83;Adulto
17678;282;35;2024-04-11;1;Loja Física;2328.35;Adulto
17679;293;9;2023-01-24;2;Loja Física;8403.78;Idoso
17680;269;87;2022-10-04;4;Online;19945.88;Adulto
17681;861;38;2023-12-17;3;Loja Física;5784.9;Adulto
17682;197;4;2022-06-24;1;Online;170.47;Adulto
17683;537;52;2024-08-05;2;Loja Física;6744.06;Adulto
17684;653;19;2022-05-22;1;Online;3566.25;Adulto
17685;984;5;2023-08-21;4;Online;15381.32;Adulto
17686;735;92;2023-04-17;4;Online;9514.2;Adulto
17687;20;48;2022-05-03;2;Loja Física;6073.16;Adulto
17688;759;87;2022-05-10;1;Online;4986.47;Adulto
17689;840;63;2022-11-23;2;Loja Física;4987.26;Adulto
17690;956;38;2024-06-01;1;Loja Física;1928.3;Idoso
17691;713;52;2022-06-01;1;Online;3372.03;Adulto
17692;405;87;2024-02-11;4;Loja Física;19945.88;Idoso
17693;115;46;2023-08-22;1;Online;865.41;Adulto
17694;895;82;2024-06-28;1;Online;4441.86;Adulto
17695;701;93;2024-05-20;4;Loja Física;17008.8;Adulto
17696;980;92;2024-09-16;3;Loja Física;7135.65;Adulto
17697;975;9;2024-07-05;3;Loja Física;12605.67;Adulto
17698;26;50;2023-02-28;3;Online;10665.54;Adulto
17699;566;74;2023-10-15;3;Online;6523.02;Adulto
17700;682;66;2023-04-03;1;Loja Física;2905.78;Idoso
17701;395;77;2023-11-16;3;Loja Física;13250.31;Adulto
17702;933;38;2022-05-06;3;Online;5784.9;Adulto
17703;381;27;2023-06-19;1;Loja Física;1137.02;Adulto
17704;523;20;2023-06-25;3;Loja Física;6021.69;Adulto
17705;539;62;2022-09-04;3;Online;8178.24;Idoso
17706;862;74;2023-08-15;2;Loja Física;4348.68;Adulto
17707;83;16;2023-05-05;3;Online;14862.99;Idoso
17708;802;79;2023-11-09;2;Online;6658.64;Adulto
17709;550;13;2023-05-17;3;Loja Física;13007.16;Adulto
17710;445;20;2024-09-26;1;Online;2007.23;Adulto
17711;87;24;2022-10-15;3;Loja Física;13958.34;Adulto
17712;949;50;2022-11-26;4;Online;14220.72;Jovem
17713;833;7;2024-03-02;1;Online;3835.28;Adulto
17714;387;87;2024-01-19;3;Loja Física;14959.41;Idoso
17715;963;88;2023-05-10;3;Online;741.39;Idoso
17716;668;29;2022-08-20;1;Loja Física;4907.48;Adulto
17717;398;5;2022-04-05;4;Online;15381.32;Adulto
17718;820;35;2022-09-28;1;Loja Física;2328.35;Adulto
17719;286;65;2024-02-24;4;Loja Física;3412.36;Adulto
17720;698;82;2022-10-31;1;Online;4441.86;Jovem
17721;694;70;2023-12-30;1;Online;3004.92;Adulto
17722;965;87;2022-03-26;2;Loja Física;9972.94;Idoso
17723;369;74;2022-12-28;2;Online;4348.68;Idoso
17724;655;7;2023-07-26;1;Loja Física;3835.28;Adulto
17725;422;44;2024-05-05;2;Loja Física;6556.66;Adulto
17726;718;72;2024-06-12;3;Online;1064.25;Idoso
17727;654;13;2022-09-06;3;Loja Física;13007.16;Adulto
17728;697;94;2023-11-07;3;Loja Física;1217.19;Idoso
17729;443;82;2023-10-25;2;Online;88837.2;Adulto
